,To Date,Battery (%),R. Humidity (%),PM2.5,PM10,Temperature,Wind Direction (degree),Wind Speed (m/s)
2296,27/02/21 17:00,100,40.85,11.07,31.56,33.21,300,4.12
2297,27/02/21 16:00,100,47.55,13.35,34.93,33.34,300,3.6
2298,27/02/21 15:00,100,48.59,12.88,34.75,32.89,290,4.12
2299,27/02/21 14:00,100,47.78,15.39,38.52,33.12,250,6.17
2300,27/02/21 13:00,100,42.33,18.02,44.99,34.48,260,2.57
2301,27/02/21 12:00,100,38.15,24.85,61.97,35.17,260,3.6
2302,27/02/21 11:00,100,34.9,33.58,99.37,34.26,170,2.06
2303,27/02/21 10:00,100,45.98,36.26,104.02,30.51,170,2.06
2304,27/02/21 09:00,100,61.87,46.21,123.76,26.09,20,2.57
2305,27/02/21 08:00,100,80.08,49.73,117.32,23.05,90,2.06
2306,27/02/21 06:00,100,95.18,45.66,99.21,22.68,14,2.49
2307,27/02/21 05:00,100,93.63,42.49,84.01,23.31,360,2.06
2308,27/02/21 04:00,100,88.12,35.85,70.95,23.7,10,2.06
2309,27/02/21 03:00,100,83.14,25.5,53.5,24.11,340,2.06
2310,27/02/21 02:00,100,75.65,19.98,44.17,25.15,320,3.6
2311,27/02/21 01:00,100,73.22,15.52,32.7,25.63,320,2.57
2312,27/02/21 00:00,100,74.64,15.7,32.23,25.77,320,2.57
2313,26/02/21 23:00,100,73.83,15.89,32.2,26.07,310,2.57
2314,26/02/21 22:00,100,71.26,22.8,44.17,26.47,290,2.57
2315,26/02/21 20:00,100,52.74,17.48,42.05,27.91,290,5.66
2316,26/02/21 19:00,100,43.25,12.16,35.32,29.68,315,6.23
2317,26/02/21 18:00,100,38.45,10.82,33.47,31.63,300,4.63
2318,26/02/21 17:00,100,36.31,10.1,30.5,33.29,310,4.63
2319,26/02/21 16:00,100,34.01,11.92,35.2,34.59,300,4.63
2320,26/02/21 15:00,100,38.14,11.3,31.47,34.56,300,5.66
2321,26/02/21 14:00,100,41.22,13.13,34.44,34.13,310,4.63
2322,26/02/21 13:00,100,40.55,15.48,39.08,34.14,320,3.6
2323,26/02/21 12:00,100,33.05,23.05,51.44,34.09,310,3.6
2324,26/02/21 11:00,100,26.68,26.98,63.52,34.39,40,1.54
2325,26/02/21 10:00,100,35.45,33.5,75.89,30.73,40,1.54
2326,26/02/21 09:00,100,52.99,49.95,108.3,26.66,2,2.57
2327,26/02/21 08:00,100,75.42,76.64,141.34,23.34,357,3.18
2328,26/02/21 07:00,100,81.65,69.06,120.6,23.94,350,2.06
2329,26/02/21 06:00,100,91.16,77.25,130.96,23.9,330,3.09
2330,26/02/21 05:00,100,93.22,66.29,110.27,24.19,340,2.57
2331,26/02/21 04:00,100,89.74,36.18,62.09,24.8,350,2.06
2332,26/02/21 03:00,100,86.73,31.54,52.5,25.48,310,1.54
2333,26/02/21 02:00,100,82.87,26.16,45.01,25.78,310,1.54
2334,26/02/21 01:00,100,60.29,65.39,163.61,25.07,310,2.57
2335,26/02/21 00:00,100,51.87,102.43,254.39,25.24,250,1.54
2336,25/02/21 23:00,100,47.6,55.56,151.11,26.12,9,1.7
2337,25/02/21 22:00,100,40.4,39.74,90.32,27.98,348,3.35
2338,25/02/21 21:00,100,37.57,20.68,44.23,29.41,330,4.12
2339,25/02/21 20:00,100,38.18,17.95,35.96,29.68,320,3.09
2340,25/02/21 19:00,100,38.77,19.71,39.73,30.64,320,5.66
2341,25/02/21 18:00,100,39.75,22.19,45.5,32.14,310,4.63
2342,25/02/21 17:00,100,36.61,22.49,46.36,33.66,310,6.17
2343,25/02/21 16:00,100,37.53,22.57,45.19,34.44,310,6.17
2344,25/02/21 15:00,100,34.36,22.75,47.08,35.08,320,5.66
2345,25/02/21 14:00,100,32.64,28.2,55.67,35.37,290,4.12
2346,25/02/21 13:00,100,32.3,33.53,64.36,35.66,300,2.06
2347,25/02/21 12:00,100,28.4,45.08,89.7,35.44,310,2.06
2348,25/02/21 11:00,100,28.13,40.34,80.22,34.12,30,2.06
2349,25/02/21 10:00,100,35.22,64.66,140.93,31.47,20,2.57
2350,25/02/21 09:00,100,52.06,98.6,223.03,27.05,25,2.15
2351,25/02/21 08:00,100,68.91,120.18,256.56,23.66,25,2.15
2352,25/02/21 07:00,100,74.27,131.19,271.45,23.37,29,2.52
2353,25/02/21 06:00,100,77.08,121.75,220.13,23.27,340,2.57
2354,25/02/21 05:00,100,75.39,117.04,214.77,23.86,340,2.06
2355,25/02/21 04:00,100,76.31,110.65,186.14,24.64,330,1.54
2356,25/02/21 03:00,100,81.61,106.52,180.21,25.3,280,1.54
2357,25/02/21 02:00,100,65.63,99.52,226.4,24.8,270,2.06
2358,25/02/21 01:00,100,58.64,121.91,331.35,25.02,340,2.72
2359,25/02/21 00:00,100,52.6,110.64,265.72,25.67,7,1.53
2360,24/02/21 23:00,100,47.74,98.52,241.1,26.86,7,1.53
2361,24/02/21 22:00,100,40.59,76.72,188.95,28.42,140,2.57
2362,24/02/21 21:00,100,34.41,36.98,73.02,30.39,350,2.57
2363,24/02/21 20:00,100,35.74,32.06,60,30.84,330,3.6
2364,24/02/21 19:00,100,33.73,28.58,53.68,32.23,310,3.6
2365,24/02/21 18:00,100,31.04,30.37,55.87,33.94,310,4.12
2366,24/02/21 17:00,100,30.73,31.5,59.27,34.9,280,4.63
2367,24/02/21 15:00,100,29.57,53.46,99.78,36.98,260,5.14
2368,24/02/21 14:00,100,32.12,65.75,123.88,36.55,260,5.14
2369,24/02/21 13:00,100,28.75,61.79,115.77,38.44,210,3.6
2370,24/02/21 12:00,100,25.43,52.87,100.25,38.08,210,3.6
2371,24/02/21 11:00,100,33.96,68.28,135.52,34.19,320,1.54
2372,24/02/21 10:00,100,48.51,121.95,259.25,30.16,32,2.67
2373,24/02/21 09:00,100,66.56,141.38,285.73,26.49,28,2.68
2374,24/02/21 08:00,100,86.08,156.73,303.78,23.34,6,3.85
2375,24/02/21 07:00,100,86.2,173.69,320.46,23.63,60,2.57
2376,24/02/21 06:00,100,91.36,179,334.91,23.59,352,3.32
2377,24/02/21 05:00,100,91.72,147.84,280.51,23.78,353,3.46
2378,24/02/21 04:00,100,88.4,166.27,328.45,24.04,356,2.56
2379,24/02/21 03:00,100,84.06,148.49,284.56,23.98,356,1.95
2380,24/02/21 02:00,100,76.31,125.36,250.81,24.64,359,1.78
2381,24/02/21 01:00,100,64.17,107.47,255.68,25.42,21,1.6
2382,24/02/21 00:00,100,54.56,110.68,261.72,25.87,21,1.6
2383,23/02/21 23:00,100,48.51,82.53,198.87,26.45,120,2.06
2384,23/02/21 22:00,100,42.82,78.06,185.43,27.82,140,2.57
2385,23/02/21 21:00,100,38.83,58.73,124.33,29.03,40,2.57
2386,23/02/21 20:00,100,37.73,34.46,65.11,29.89,340,3.6
2387,23/02/21 19:00,100,47.36,42.04,77.72,30.56,310,3.09
2388,23/02/21 18:00,100,45.32,46.45,84.63,32.31,290,5.14
2389,23/02/21 17:00,100,34.77,43.67,82.03,34.64,280,4.63
2390,23/02/21 16:00,100,34.23,57.93,110.09,35.37,270,4.63
2391,23/02/21 15:00,100,58,70.93,131.2,23.63,260,5.14
2392,23/02/21 14:00,100,33.42,58.36,115.46,36.89,260,5.14
2393,23/02/21 13:00,100,26.1,60.79,115.17,39.42,240,2.06
2394,23/02/21 12:00,100,32.48,89.32,169.58,36.79,343,1.43
2395,23/02/21 11:00,100,39.62,95.04,182.4,32.96,343,1.43
2396,23/02/21 10:00,100,43.48,107.65,209.56,30.39,100,2.57
2397,23/02/21 09:00,100,59.16,111.8,236.9,26.54,20,1.77
2398,23/02/21 08:00,100,75.33,122.86,293.84,23.15,13,1.8
2399,23/02/21 07:00,100,73.54,98.61,232.97,22.85,1,1.97
2400,23/02/21 06:00,100,71.47,96.38,208.33,22.94,5,2.12
2401,23/02/21 05:00,100,67.86,72.48,160.37,23.16,24,2.13
2402,23/02/21 04:00,100,64.36,62.15,138.84,23.54,35,2.41
2403,23/02/21 03:00,100,62.36,59.2,135.89,24,33,2.43
2404,23/02/21 02:00,100,60.35,63.97,147.41,24.5,33,2.02
2405,23/02/21 01:00,100,57.7,64.59,151.85,25.14,33,2.48
2406,23/02/21 00:00,100,52.25,57.72,137.22,26.29,31,3.22
2407,22/02/21 23:00,100,45.73,42.42,91.66,27.97,31,3.22
2408,22/02/21 22:00,100,48.09,39.54,78.36,28.18,1,2.66
2409,22/02/21 21:00,100,50.66,33.75,65.7,28.94,340,3.09
2410,22/02/21 20:00,100,50.97,27.13,50.97,29.41,330,4.12
2411,22/02/21 19:00,100,47.29,22.48,43.09,30.35,280,4.63
2412,22/02/21 18:00,100,45.61,25.24,49.12,31.79,280,5.66
2413,22/02/21 17:00,100,40.16,22.64,45.55,33.33,280,5.14
2414,22/02/21 16:00,100,35.55,27.53,51.89,34.65,260,5.66
2415,22/02/21 15:00,100,30.6,25.93,50.53,36.7,270,5.66
2416,22/02/21 14:00,100,25.47,29.93,51.86,38.86,270,5.66
2417,22/02/21 13:00,100,27.46,28.54,51.66,37.93,100,3.6
2418,22/02/21 12:00,100,32.6,30.55,57.5,35.51,170,2.57
2419,22/02/21 11:00,100,34.38,43.96,85.05,34.19,80,2.57
2420,22/02/21 10:00,100,38.59,62.89,131.81,31.27,100,3.09
2421,22/02/21 09:00,100,50.07,80.71,168.91,26.55,66,2
2422,22/02/21 08:00,100,60.6,90.88,192.18,23.28,71,2.09
2423,22/02/21 07:00,100,58.25,80.35,170.02,23.5,230,2.06
2424,22/02/21 06:00,100,53.2,66.87,145.33,24.32,50,2.05
2425,22/02/21 05:00,100,51.98,59.98,127.15,24.64,45,1.62
2426,22/02/21 04:00,100,56.28,60.38,127.14,23.77,80,1.54
2427,22/02/21 03:00,100,58.33,60.77,131.66,23.37,353,3.15
2428,22/02/21 02:00,100,60.55,68.81,176.11,24.02,353,3.15
2429,22/02/21 01:00,100,54.95,53.11,114.86,24.83,339,1.76
2430,22/02/21 00:00,100,46.04,41.32,85.52,26.49,318,1.77
2431,21/02/21 23:00,100,39.33,31.39,64.37,28.06,350,3.09
2432,21/02/21 22:00,100,38.04,34.82,70.93,28.45,360,3.6
2433,21/02/21 21:00,100,37.63,34.58,70.06,29.11,30,3.6
2434,21/02/21 20:00,100,40.29,29.46,56.63,29.33,350,5.14
2435,21/02/21 19:00,100,41.98,26.66,52.38,30.39,320,3.6
2436,21/02/21 18:00,100,35.66,23.59,45.13,32.74,320,3.09
2437,21/02/21 17:00,100,35.7,26.92,50.67,34.67,270,5.66
2438,21/02/21 16:00,100,24.43,27.41,44.83,37.47,130,1.54
2439,21/02/21 15:00,100,22.63,26.71,43.27,38.37,120,3.6
2440,21/02/21 14:00,100,24.38,29.44,47.69,37.54,120,3.6
2441,21/02/21 13:00,100,25.94,27.44,46.86,36.72,100,6.69
2442,21/02/21 12:00,100,30.49,34.25,61.18,34.72,130,3.6
2443,21/02/21 11:00,100,30.9,35.76,71.82,33.8,100,3.6
2444,21/02/21 10:00,100,36.19,42.62,89.08,30.75,70,3.6
2445,21/02/21 09:00,100,44.69,50.67,113.25,26.49,80,1.54
2446,21/02/21 08:00,100,50.07,46.8,104.62,24.13,70,2.57
2447,21/02/21 07:00,100,51.02,47.98,109.37,23.55,80,3.09
2448,21/02/21 06:00,100,50.79,45.66,106.38,23.6,50,2.06
2449,21/02/21 05:00,100,50.5,38.66,83.29,23.66,50,3.09
2450,21/02/21 04:00,100,49.8,35.42,76.41,23.74,50,3.09
2451,21/02/21 03:00,100,52.71,41.33,93.65,23.14,50,4.12
2452,21/02/21 02:00,100,56.21,59.64,149.15,23.22,30,3.09
2453,21/02/21 01:00,100,53.02,54.65,142.75,24.27,50,2.57
2454,21/02/21 00:00,100,58.34,61.68,177.54,24.57,80,1.54
2455,20/02/21 23:00,100,63.34,62.3,174.31,25.12,2,3.8
2456,20/02/21 22:00,100,55.75,41.59,91.61,26.58,340,2.57
2457,20/02/21 21:00,100,50.95,25.39,50.92,27.43,340,3.6
2458,20/02/21 19:00,100,48.1,21.09,41.15,28.63,340,4.12
2459,20/02/21 18:00,100,44.34,19.53,40.06,29.77,300,4.63
2460,20/02/21 17:00,100,40.08,17.85,37.91,31.49,290,4.12
2461,20/02/21 16:00,100,23.72,19.64,35.94,36.54,280,2.57
2462,20/02/21 15:00,100,20.83,21.56,36.1,37.7,130,5.14
2463,20/02/21 14:00,100,23.57,22.61,37.6,36.48,110,5.14
2464,20/02/21 13:00,100,26.54,20.91,38.98,35,80,5.14
2465,20/02/21 12:00,100,31.05,20.32,38.41,33.07,100,6.17
2466,20/02/21 11:00,100,33.81,23.68,47.23,31.89,110,5.66
2467,20/02/21 10:00,100,44.75,48,100.29,28.75,110,5.66
2468,20/02/21 09:00,100,58.15,55.85,113.77,24.52,130,3.6
2469,20/02/21 08:00,100,72.09,76.88,152.54,21.7,60,3.6
2470,20/02/21 07:00,100,79.44,89.42,177.64,20.8,80,4.12
2471,20/02/21 06:00,100,81.33,79.57,161.6,21.05,52,3.19
2472,20/02/21 05:00,100,83.73,89.67,185.99,21.46,50,1.54
2473,20/02/21 04:00,100,80.21,72.45,152.68,22.38,120,1.54
2474,20/02/21 03:00,100,81.29,70.6,143.37,22.87,110,2.57
2475,20/02/21 01:00,100,80.36,79.28,161.81,23.64,120,3.6
2476,20/02/21 00:00,100,81.47,96.6,220.76,24.21,90,2.06
2477,19/02/21 23:00,100,83.04,118.92,266.84,24.51,40,2.06
2478,19/02/21 22:00,100,79,99,209.59,24.84,40,2.06
2479,19/02/21 21:00,100,78.47,63.88,129.03,25.05,340,3.09
2480,19/02/21 20:00,100,52.22,34.08,66.4,27.52,310,3.09
2481,19/02/21 19:00,100,53.15,29.54,54.89,28.19,310,3.09
2482,19/02/21 18:00,100,51.42,27.73,51.77,29.55,310,3.09
2483,19/02/21 17:00,100,45.34,26.91,52.55,31.29,290,2.57
2484,19/02/21 16:00,100,37.42,31.51,57.3,33.69,270,5.66
2485,19/02/21 15:00,100,25.81,27.96,46.55,37.37,50,1.54
2486,19/02/21 14:00,100,28.73,30.76,50.3,35.45,140,3.09
2487,19/02/21 13:00,100,31.8,30.18,51.31,34.33,70,3.09
2488,19/02/21 12:00,100,37.49,33.6,58.11,32.04,120,5.66
2489,19/02/21 11:00,100,43.9,37.24,67.79,29.92,100,4.63
2490,19/02/21 10:00,100,52.18,52.36,105.41,27.1,70,3.6
2491,19/02/21 09:00,100,59.87,54.39,113.16,24.53,90,2.57
2492,19/02/21 08:00,100,66.93,51.49,102.36,22.5,90,2.57
2493,19/02/21 07:00,100,69.18,46.03,86.66,22.15,70,2.06
2494,19/02/21 06:00,100,69.51,42.74,79.18,22.39,50,3.6
2495,19/02/21 05:00,100,67.68,40.04,71.99,22.85,100,2.57
2496,19/02/21 04:00,100,65.95,48.89,91.23,23.64,110,3.6
2497,19/02/21 03:00,75,63.49,46.48,89.17,24.24,110,2.57
2498,19/02/21 02:00,100,59,30.15,57.2,24.55,140,2.06
2499,19/02/21 01:00,100,56.86,31.82,61.61,24.58,100,2.57
2500,19/02/21 00:00,100,60.59,35.44,66.39,24.42,80,3.09
2501,18/02/21 23:00,100,64.2,29.28,53.9,24.14,110,3.09
2502,18/02/21 22:00,100,66.77,44.9,80.39,24,110,4.63
2503,18/02/21 21:00,100,64.03,69.35,190.21,25.83,110,4.63
2504,18/02/21 20:00,100,68.97,97.38,167.48,27.8,110,4.63
2505,18/02/21 19:00,100,64.5,69.13,118.32,28.48,260,4.12
2506,18/02/21 18:00,100,54.57,58.58,101.24,30.23,240,2.06
2507,18/02/21 17:00,100,50.3,59.84,106.09,31.26,240,2.06
2508,18/02/21 16:00,100,48.13,74.93,133.19,32.35,270,4.12
2509,18/02/21 15:00,100,44.57,77,139,33.61,250,4.63
2510,18/02/21 14:00,100,42.76,71.79,130.12,33.93,296,3.76
2511,18/02/21 13:00,100,32.81,51,96.85,35.26,110,2.57
2512,18/02/21 12:00,100,36.25,57.5,112.33,34.22,70,2.57
2513,18/02/21 11:00,100,43.4,74.83,152.07,31.91,70,2.57
2514,18/02/21 10:00,100,56.81,99.15,206.02,28.3,50,2.57
2515,18/02/21 09:00,100,79.59,141.17,269.8,24.35,100,3.09
2516,18/02/21 08:00,100,97.5,171.75,317.14,21.98,25,3.3
2517,18/02/21 07:00,100,99.35,198.79,358.32,21.79,40,1.54
2518,18/02/21 06:00,100,97.59,152.68,281.06,22.02,3,3.53
2519,18/02/21 05:00,100,93.27,143.54,261.08,22.2,4,2.01
2520,18/02/21 04:00,100,89.92,123.93,231.68,22.6,37,1.68
2521,18/02/21 03:00,100,87.07,138.73,278.96,22.97,37,1.68
2522,18/02/21 02:00,100,88.9,143.07,295.55,22.68,60,1.54
2523,18/02/21 01:00,100,87.83,140.6,300.06,22.69,60,1.54
2524,18/02/21 00:00,100,83.54,133.05,264.38,23.14,34,0.73
2525,17/02/21 23:00,100,78.23,90.95,181.53,24.02,11,1.06
2526,17/02/21 22:00,100,71.45,66.1,121.03,25.3,20,2.57
2527,17/02/21 21:00,100,69.19,46.3,85.83,25.76,300,2.57
2528,17/02/21 20:00,100,68.27,37.27,66.42,26,300,3.09
2529,17/02/21 19:00,100,64.52,36.25,68.8,26.56,290,5.14
2530,17/02/21 18:00,100,62.99,25.88,51.06,27.64,290,6.17
2531,17/02/21 17:00,100,59.77,15.22,34.01,28.55,300,5.14
2532,17/02/21 15:00,100,55.59,15.51,33.21,29.56,300,5.14
2533,17/02/21 14:00,100,54.68,19.86,41.08,30,300,5.14
2534,17/02/21 13:00,100,54.02,20.1,40.39,30.1,280,6.17
2535,17/02/21 12:00,100,44.56,27.28,54.69,31.58,350,1.84
2536,17/02/21 11:00,100,48.27,32.47,64.55,29.92,19,2.2
2537,17/02/21 10:00,100,64.68,35.14,66.84,27.03,37,2.17
2538,17/02/21 09:00,100,83.63,76.29,143.98,23.61,60,2.57
2539,17/02/21 08:00,100,97.63,128.42,235.01,20.98,40,2.53
2540,17/02/21 07:00,100,95.39,97.68,172.9,21.04,350,2.06
2541,17/02/21 06:00,100,93.33,68.08,117.31,21.79,20,2.06
2542,17/02/21 05:00,100,91.31,55.47,95.16,22.24,20,2.06
2543,17/02/21 04:00,100,89.13,51.06,86.94,22.28,350,2.57
2544,17/02/21 03:00,100,86.11,50.46,86.72,22.4,350,2.57
2545,17/02/21 02:00,100,85.34,58.63,106.13,22.2,350,2.06
2546,17/02/21 01:00,100,80.7,57.99,108.65,22.91,10,2.06
2547,17/02/21 00:00,100,74.94,46.87,86.96,23.9,360,1.54
2548,16/02/21 23:00,100,74.36,43.61,76.28,24.21,300,2.57
2549,16/02/21 21:00,100,77.47,35.1,59.47,24.67,300,3.09
2550,16/02/21 20:00,100,76.11,32.04,56.13,24.88,300,4.12
2551,16/02/21 19:00,100,73.66,26.98,50.69,25.39,290,5.14
2552,16/02/21 18:00,100,68.75,20.78,40.39,26.7,290,6.17
2553,16/02/21 17:00,100,64.05,17.08,35.71,27.88,290,5.14
2554,16/02/21 16:00,100,61.23,16.88,35.62,28.81,290,6.17
2555,16/02/21 15:00,100,59.31,16.01,32.68,29.49,290,6.17
2556,16/02/21 14:00,100,59.69,19.47,38.23,30.11,290,7.2
2557,16/02/21 13:00,100,61.1,23.37,45.12,29.97,260,5.14
2558,16/02/21 12:00,100,62.7,24.41,46.27,29.48,260,4.63
2559,16/02/21 11:00,100,66.29,26.58,50.72,28.45,260,1.54
2560,16/02/21 10:00,100,74.31,38.76,71.68,26.88,23,1.95
2561,16/02/21 09:00,100,92.47,63.23,116.55,24.06,-,1.54
2562,16/02/21 08:00,100,100,91.92,172.06,21.6,30,1.54
2563,16/02/21 07:00,100,100,81.94,146.48,21.57,20,2.06
2564,16/02/21 06:00,100,99.51,63.52,107.63,21.98,7,2.88
2565,16/02/21 05:00,100,95.8,46.71,80.11,22.69,40,2.06
2566,16/02/21 04:00,100,92.87,42.45,74.32,22.96,20,1.54
2567,16/02/21 03:00,100,89.89,33.84,59.06,23.41,350,1.54
2568,16/02/21 02:00,100,86.23,28.2,48.07,23.34,348,3.26
2569,16/02/21 01:00,100,81.28,24.74,44.4,23.79,348,3.26
2570,16/02/21 00:00,100,77.75,27.53,49.13,24.17,348,3.5
2571,15/02/21 23:00,100,73.9,35.25,63.7,24.38,320,1.54
2572,15/02/21 22:00,100,71.04,36.77,68.7,24.7,340,2.57
2573,15/02/21 21:00,100,69.32,35.92,66.62,24.99,340,2.57
2574,15/02/21 20:00,100,74.32,38.56,69.8,25.24,310,2.57
2575,15/02/21 19:00,100,71.38,35.43,66.81,26.12,300,4.63
2576,15/02/21 18:00,100,63.5,35.38,69.83,27.53,280,6.17
2577,15/02/21 17:00,100,55.2,34.63,67.72,28.93,280,5.66
2578,15/02/21 16:00,100,54.94,19.05,39.91,29.75,300,5.66
2579,15/02/21 15:00,100,52.39,15.11,32.14,30.45,260,5.14
2580,15/02/21 14:00,100,50.65,14.71,31.34,30.73,260,5.14
2581,15/02/21 13:00,100,49.15,15.26,32.52,30.5,270,6.17
2582,15/02/21 12:00,100,51.27,18.29,39.37,29.86,280,3.09
2583,15/02/21 11:00,100,50.3,18.1,39.93,29.4,346,2.15
2584,15/02/21 10:00,100,71.59,18.87,42,20.28,359,2.5
2585,15/02/21 09:00,100,74.08,21.35,47.84,24.74,360,2.06
2586,15/02/21 08:00,100,81.64,34.01,73.25,22.66,350,2.06
2587,15/02/21 07:00,100,87.46,53.6,110.32,21.53,19,2.5
2588,15/02/21 06:00,100,85.56,50.26,109.36,21.32,30,1.54
2589,15/02/21 05:00,100,82.11,49.61,111.1,21.79,354,4.23
2590,15/02/21 04:00,100,75.28,43.58,95.7,22.45,360,1.54
2591,15/02/21 03:00,100,68.32,40.56,82.98,23.52,10,2.06
2592,15/02/21 02:00,100,62.45,40.26,79.46,24.2,10,2.06
2593,15/02/21 01:00,100,60.46,31.66,63.45,24.22,320,2.06
2594,15/02/21 00:00,100,60.28,31.8,67.2,24.5,340,2.06
2595,14/02/21 23:00,100,65.55,35.87,72.58,24.54,350,2.57
2596,14/02/21 22:00,100,62.15,40.12,87.52,25.07,320,2.57
2597,14/02/21 21:00,100,59.4,26.58,55.41,25.77,300,2.06
2598,14/02/21 20:00,100,61.71,27.98,54.66,26.22,300,3.09
2599,14/02/21 19:00,100,56.68,26.38,52.62,27.36,320,3.09
2600,14/02/21 18:00,100,55.81,22.84,46.61,28.75,290,5.14
2601,14/02/21 17:00,100,54.53,17.7,39.16,29.93,280,6.17
2602,14/02/21 16:00,100,50.76,17.8,38.65,31.09,260,5.66
2603,14/02/21 15:00,100,45.6,22.52,46.29,32.55,270,4.63
2604,14/02/21 14:00,100,44.41,26.29,55.78,33.01,260,5.14
2605,14/02/21 13:00,100,38.7,25.54,55.82,35.12,260,5.14
2606,14/02/21 12:00,100,37.26,24.41,55.96,33.69,300,1.78
2607,14/02/21 11:00,100,46.61,24.84,55.09,30.11,300,2.57
2608,14/02/21 09:00,100,75.07,90.53,181.26,23.83,27,2.49
2609,14/02/21 08:00,100,91.27,121.58,238.14,21.16,10,1.54
2610,14/02/21 07:00,100,90.45,82.05,148.35,21.14,10,2.06
2611,14/02/21 06:00,100,90.66,90.36,171.28,21.56,20,1.54
2612,14/02/21 05:00,100,85.44,72.49,130.66,22.29,20,1.54
2613,14/02/21 04:00,100,84.71,69.72,121.21,22.63,12,2.24
2614,14/02/21 03:00,100,79.94,53.22,93.03,23.66,350,3.09
2615,14/02/21 01:00,100,83,59.03,103.94,23.24,324,2.06
2616,14/02/21 00:00,100,80.92,74.92,140.71,23.55,330,2.06
2617,13/02/21 23:00,100,75.06,56.59,105.19,24.4,300,1.54
2618,13/02/21 22:00,100,73.85,47.69,85.97,25.13,20,2.57
2619,13/02/21 21:00,100,75.93,26.81,47.3,25.6,300,2.57
2620,13/02/21 20:00,100,76.71,25.41,46.88,26.08,300,2.57
2621,13/02/21 19:00,100,72.37,21.16,42.66,26.93,280,4.63
2622,13/02/21 18:00,100,58.76,15,33.86,28.68,280,5.66
2623,13/02/21 17:00,75,38.37,12.84,32,22.48,280,5.14
2624,13/02/21 16:00,100,44.55,15.27,36.71,31.09,260,6.69
2625,13/02/21 15:00,100,36.42,19.26,39.07,32.87,270,5.66
2626,13/02/21 14:00,100,31.88,25.07,50.73,33.88,280,4.12
2627,13/02/21 13:00,100,25.24,30.51,64.85,34.01,260,3.6
2628,13/02/21 12:00,100,24.34,34,75.27,33.59,260,4.12
2629,13/02/21 11:00,100,26.65,41.24,91.17,32.22,310,1.54
2630,13/02/21 10:00,100,54.05,63.03,134.51,27.09,-,1.54
2631,13/02/21 09:00,100,58.69,118.37,258.21,22.93,26,2.55
2632,13/02/21 07:00,100,71.58,117.15,234.04,20.12,7,2.02
2633,13/02/21 06:00,100,75.83,101.51,210.8,20.3,130,2.06
2634,13/02/21 05:00,100,71.25,81.43,182,20.02,10,1.54
2635,13/02/21 04:00,100,75.57,89.02,176.37,20.22,10,1.54
2636,13/02/21 03:00,100,74.83,97.7,184.75,20.7,8,1.94
2637,13/02/21 02:00,100,71.29,114.13,224.58,21.78,3,1.79
2638,13/02/21 00:00,100,68.84,94.33,166.92,23.7,310,1.54
2639,12/02/21 22:00,100,70.55,82.76,136.75,25.15,310,2.06
2640,12/02/21 21:00,100,73.47,55.81,91.15,25.58,310,3.6
2641,12/02/21 20:00,100,70.47,55.52,92.65,26.12,310,3.6
2642,12/02/21 19:00,100,59.96,41.77,73.64,27.21,310,3.6
2643,12/02/21 17:00,100,43.41,21.74,42.87,31.09,300,1.03
2644,12/02/21 16:00,100,39.59,24.45,46.73,31.95,280,3.6
2645,12/02/21 15:00,100,41.48,53.24,95.4,32.45,260,4.63
2646,12/02/21 14:00,100,40.3,56.2,103.47,32.87,260,3.6
2647,12/02/21 13:00,100,26.81,57.35,108.8,36.24,270,4.12
2648,12/02/21 12:00,100,27.88,65.68,134.61,34.52,100,2.06
2649,12/02/21 11:00,100,35.64,88.16,173.72,31.03,130,2.06
2650,12/02/21 10:00,100,46.18,99.98,203.09,27.69,130,2.06
2651,12/02/21 09:00,100,66.8,97.75,187.12,23.32,10,2.06
2652,12/02/21 08:00,100,91.29,159.64,287.54,20.12,31,1.67
2653,12/02/21 07:00,100,90.75,169.29,309.89,20.46,320,1.54
2654,12/02/21 06:00,100,93.03,176.67,312.34,20.22,2,3.04
2655,12/02/21 05:00,100,93.11,201.5,349.26,20.55,100,3.09
2656,12/02/21 04:00,100,63.09,233.48,405.05,20.57,11,1.99
2657,12/02/21 03:00,100,77.03,234.51,400.5,20.86,29,1.47
2658,12/02/21 02:00,100,89.87,264.81,423.57,21.4,22,1.74
2659,12/02/21 01:00,100,83.65,201.63,365.06,21.53,28,1.73
2660,12/02/21 00:00,100,76.93,161.26,298.47,22.53,28,1.73
2661,11/02/21 23:00,100,76.39,156.96,286.65,22.68,8,1.87
2662,11/02/21 22:00,100,72.54,151.81,260.09,23.6,220,2.06
2663,11/02/21 21:00,100,63.25,115,197.35,25.26,290,2.57
2664,11/02/21 20:00,100,49.48,59.92,120.22,26.5,270,1.54
2665,11/02/21 19:00,100,42.72,26.6,61.92,28.42,310,3.09
2666,11/02/21 18:00,100,38.61,25.52,51.21,30.34,290,4.63
2667,11/02/21 17:00,100,35.95,29.21,56.94,31.91,270,4.12
2668,11/02/21 16:00,100,36.41,37.19,70.92,32.98,250,5.14
2669,11/02/21 15:00,100,31.96,53.82,100.62,34.63,240,4.63
2670,11/02/21 14:00,100,17.07,35.17,70.03,39.22,100,2.06
2671,11/02/21 13:00,100,17.4,35.58,75.21,38.78,100,2.06
2672,11/02/21 12:00,100,22.53,44.38,94.95,35.88,350,3.6
2673,11/02/21 11:00,100,30.04,63.27,130.29,32.5,20,3.09
