,To Date, HAQI,Battery (%),R. Humidity (%),PM2.5,PM10,Rain (mm),Temperature,Wind Direction (degree),Wind Speed (m/s)
1043,21/04/21 04:00, 186,99.5,100,85.83,119.83,0,27.36,337,1.99
1044,21/04/21 03:00, 158,100,99.73,77.19,108.89,0,27.62,311,1.45
1045,21/04/21 02:00, 139,100,99.07,71.53,93.39,0,27.73,290,1.54
1046,21/04/21 01:00, 125,100,97.09,67.39,83.7,0,28.29,330,2.06
1047,21/04/21 00:00, 126,100,95.59,67.73,85.15,0,28.79,300,1.54
1048,20/04/21 23:00, 127,100,94.27,67.85,85.15,0,29.2,300,1.54
1049,20/04/21 22:00, 135,100,90.76,70.23,88.17,0,29.52,300,4.12
1050,20/04/21 21:00, 127,100,86.52,67.77,86.31,0,29.97,290,4.63
1051,20/04/21 20:00, 113,100,74.27,63.7,82.06,0,30.76,280,4.63
1052,20/04/21 19:00, 98,100,59.44,58.7,77,0,32.91,270,5.14
1053,20/04/21 18:00, 98,100,51.45,58.75,77.7,0,35.61,290,5.14
1054,20/04/21 17:00, 96,100,42.54,57.33,75.56,0,37.79,270,5.14
1055,20/04/21 16:00, 91,100,37.26,54.3,70.17,0,39.15,270,5.14
1056,20/04/21 15:00, 94,100,39.88,56.12,72.56,0,39.53,270,5.14
1057,20/04/21 14:00, 100,100,43.05,59.73,77.31,0,39.13,260,6.17
1058,20/04/21 13:00, 111,100,41.84,62.97,81.91,0,39.61,260,5.14
1059,20/04/21 12:00, 111,100,41.21,62.99,81.96,0,39.59,270,4.63
1060,20/04/21 11:00, 117,100,46.23,64.91,84.38,0,37.9,250,3.09
1061,20/04/21 10:00, 133,100,56.48,69.8,90.35,0,35.36,290,3.09
1062,20/04/21 09:00, 123,100,77.4,66.77,89.22,0,31.06,290,2.06
1063,20/04/21 08:00, 132,100,94.58,69.25,96.34,0,28.76,191,0.53
1064,20/04/21 07:00, 150,100,100,74.92,102.87,0,27.02,191,0.53
1065,20/04/21 06:00, 170,100,99.99,80.91,119.13,0,27.61,192,0.57
1066,20/04/21 05:00, 156,100,99.07,76.77,111.85,0,27.95,161,0.65
1067,20/04/21 04:00, 178,100,96.16,83.2,122.44,0,28.29,262,0.97
1068,20/04/21 03:00, 151,100,92.43,75.13,101.2,0,28.74,240,2.57
1069,20/04/21 02:00, 146,100,90.75,73.77,93.94,0,29.04,240,2.57
1070,20/04/21 01:00, 133,100,84.89,69.73,89.85,0,29.35,230,2.57
1071,20/04/21 00:00, 125,100,82.72,67.4,88.86,0,29.52,240,2.06
1072,19/04/21 23:00, 122,100,79.66,66.38,88.07,0,29.71,240,2.06
1073,19/04/21 22:00, 128,100,80.32,68.28,94.3,0,29.99,260,3.6
1074,19/04/21 21:00, 115,100,77.13,64.16,86.16,0,30.32,250,3.09
1075,19/04/21 20:00, 107,100,70.96,61.96,85.25,0,31.07,300,4.12
1076,19/04/21 19:00, 96,100,58.41,57.3,78.35,0,33.33,280,4.63
1077,19/04/21 18:00, 92,100,50.33,55.09,76.5,0,36.08,280,5.14
1078,19/04/21 17:00, 90,100,45.83,53.87,73.45,0,38.01,270,5.14
1079,19/04/21 16:00, 90,100,45.63,54.18,74.53,0,38.45,250,6.17
1080,19/04/21 15:00, 94,100,43.01,56.28,78.88,0,39.43,250,6.17
1081,19/04/21 14:00, 99,100,44.41,59.25,83.91,0,39.63,270,6.17
1082,19/04/21 13:00, 115,100,43.87,64.16,88.05,0,39.86,280,4.12
1083,19/04/21 12:00, 134,100,42.34,70.12,92.62,0,40.19,250,4.63
1084,19/04/21 11:00, 126,100,44.08,67.5,90.8,0,39.13,190,2.57
1085,19/04/21 10:00, 122,100,51.19,66.23,93.3,0,37.05,200,3.09
1086,19/04/21 09:00, 164,100,77.3,78.97,111.42,0,31.75,200,4.63
1087,19/04/21 08:00, 264,100,97.81,108.98,154.63,0,29,170,2.06
1088,19/04/21 07:00, 231,100,100,98.97,138.21,0,28.38,170,2.06
1089,19/04/21 06:00, 239,100,100,101.4,143.2,0,28.39,160,1.54
1090,19/04/21 05:00, 308,100,97.12,129.83,180.83,0,27.9,10,1.4
1091,19/04/21 04:00, 301,100,96.36,120.11,173.64,0,28.22,338,1.85
1092,19/04/21 03:00, 204,100,98.74,91.02,127.3,0,28.47,310,1.54
1093,19/04/21 02:00, 189,100,97.65,86.57,125.12,0,29.04,300,3.09
1094,19/04/21 01:00, 178,100,95.62,83.39,109.76,0,29.73,290,3.6
1095,19/04/21 00:00, 196,100,87.72,88.82,120.04,0,29.86,280,4.63
1096,18/04/21 23:00, 184,100,69.98,85.29,134.82,0,29.89,280,4.63
1097,18/04/21 22:00, 177,100,64.79,82.97,132.38,0,31.03,250,3.09
1098,18/04/21 21:00, 128,100,61.42,68.12,98.66,0,32.08,290,2.06
1099,18/04/21 20:00, 110,100,49.65,62.6,89.67,0,33.68,310,2.06
1100,18/04/21 19:00, 123,100,46.05,66.58,91.08,0,35.73,300,3.6
1101,18/04/21 18:00, 109,100,40.66,62.37,84.86,0,38.4,280,5.14
1102,18/04/21 17:00, 98,100,36.9,58.54,78.41,0,39.8,290,5.14
1103,18/04/21 16:00, 104,100,38.16,60.94,81.59,0,41,270,5.66
1104,18/04/21 15:00, 107,100,40.06,61.95,81.67,0,41.51,270,5.66
1105,18/04/21 14:00, 113,100,31.15,63.59,86.66,0,43.56,270,6.17
1106,18/04/21 13:00, 113,100,18.5,63.52,91.24,0,45.48,260,7.2
1107,18/04/21 12:00, 122,100,22.93,66.24,94.55,0,43.96,260,5.14
1108,18/04/21 11:00, 139,100,29.88,71.63,102.58,0,41.91,290,2.06
1109,18/04/21 10:00, 179,100,43.86,83.53,118.94,0,38.39,20,2.06
1110,18/04/21 09:00, 209,100,75.8,92.53,129.42,0,31.92,300,2.57
1111,18/04/21 08:00, 253,100,99.8,105.63,137.57,0,27.77,21,1.71
1112,18/04/21 07:00, 241,100,100,102.22,133.55,0,26.68,21,1.71
1113,18/04/21 06:00, 270,100,100,111.02,147.66,0,26.81,23,1.97
1114,18/04/21 05:00, 246,100,100,103.7,132.85,0,26.84,30,2.06
1115,18/04/21 04:00, 205,100,100,91.12,115.48,0,27.11,350,2.06
1116,18/04/21 03:00, 205,100,100,91.18,122.35,0,27.94,310,2.57
1117,18/04/21 02:00, 160,100,100,77.81,97.73,0,28.7,320,2.57
1118,18/04/21 01:00, 161,100,99.99,78.3,97.94,0,28.98,300,3.09
1119,18/04/21 00:00, 166,100,98.18,79.82,102.57,0,29.17,310,3.09
1120,17/04/21 23:00, 151,100,85.69,75.3,103.62,0,29.48,310,3.09
1121,17/04/21 22:00, 125,100,78.03,67.13,91.26,0,29.98,310,3.09
1122,17/04/21 21:00, 114,100,73.65,63.9,86.56,0,30.77,320,3.09
1123,17/04/21 20:00, 96,100,56.29,57.7,84.14,0,32.52,320,3.6
1124,17/04/21 19:00, 89,100,43.28,52.99,73.88,0,35.19,310,3.09
1125,17/04/21 18:00, 87,100,39.29,51.9,69.53,0,37.63,290,5.14
1126,17/04/21 17:00, 96,100,45.26,57.27,75.58,0,38.61,290,5.66
1127,17/04/21 16:00, 95,100,44.88,57.2,75.6,0,39.79,270,6.17
1128,17/04/21 15:00, 97,100,41.98,58.31,77.58,0,41.22,270,6.17
1129,17/04/21 14:00, 93,100,32.47,55.74,73.91,0,41.99,280,6.69
1130,17/04/21 13:00, 91,100,32.48,54.72,72.14,0,41.21,260,6.17
1131,17/04/21 12:00, 96,100,34.91,57.55,77.59,0,40.24,290,4.12
1132,17/04/21 11:00, 115,100,39.11,64.33,89.17,0,39.41,340,2.06
1133,17/04/21 10:00, 131,100,47.19,68.97,96.69,0,36.78,320,2.57
1134,17/04/21 09:00, 115,100,76.16,64.38,87.38,0,30.56,350,2.06
1135,17/04/21 08:00, 169,100,100,80.49,109.97,0,26.13,110,1.54
1136,17/04/21 07:00, 180,100,100,83.85,112.37,0,24.98,110,1.54
1137,17/04/21 06:00, 150,100,100,74.75,101.11,0,25.17,19,2.64
1138,17/04/21 05:00, 132,100,100,69.5,95.84,0,25.64,20,2.8
1139,17/04/21 04:00, 107,100,100,61.91,84.52,0,26.02,10,2.06
1140,17/04/21 03:00, 121,100,100,65.98,88.05,0,26.17,340,2.57
1141,17/04/21 02:00, 127,100,98.72,67.85,92.53,0,26.65,310,2.57
1142,17/04/21 01:00, 106,100,93.37,61.39,81.49,0,27.39,320,1.54
1143,17/04/21 00:00, 99,100,90.04,59.17,78.01,0,28.37,320,2.06
1144,16/04/21 23:00, 95,100,87.86,57.19,75.77,0,28.32,320,2.06
1145,16/04/21 22:00, 94,100,83.06,56.4,75.77,0,28.87,320,2.57
1146,16/04/21 21:00, 95,100,77.44,56.98,77.27,0,29.63,310,3.09
1147,16/04/21 20:00, 97,100,73.17,58.25,80.93,0,30.79,310,3.09
1148,16/04/21 19:00, 87,100,63.98,51.81,69.85,0,32.63,300,3.6
1149,16/04/21 18:00, 84,100,54.58,50.45,68.29,0,34.91,270,4.12
1150,16/04/21 17:00, 87,100,50.46,51.85,68.92,0,36.63,290,6.17
1151,16/04/21 16:00, 84,100,45.69,49.97,67.86,0,38.24,280,6.69
1152,16/04/21 15:00, 83,100,42.81,49.66,67.64,0,39.72,280,6.69
1153,16/04/21 14:00, 91,100,33.69,54.47,73.16,0,41.07,260,6.17
1154,16/04/21 13:00, 92,100,27.47,55.09,72.44,0,40.69,270,5.66
1155,16/04/21 12:00, 95,100,26.36,56.64,74.23,0,39.83,270,6.17
1156,16/04/21 11:00, 125,100,33.48,67.26,91.06,0,39.56,260,4.12
1157,16/04/21 10:00, 147,100,45.93,74.09,101.88,0,36.58,350,2.57
1158,16/04/21 09:00, 248,100,86.67,104.39,138.12,0,30.34,330,1.54
1159,16/04/21 08:00, 302,100,100,121.41,152.16,0,26.52,36,1.64
1160,16/04/21 07:00, 275,100,100,112.37,141.05,0,25.51,36,1.64
1161,16/04/21 06:00, 302,100,100,120.99,150.54,0,25.6,32,1.84
1162,16/04/21 05:00, 303,100,100,122.59,153.1,0,26.11,26,2.04
1163,16/04/21 04:00, 284,100,100,115.09,148.99,0,26.42,348,2.16
1164,16/04/21 03:00, 269,100,100,110.7,141.4,0,26.93,345,1.68
1165,16/04/21 02:00, 242,100,99.63,102.34,125.81,0,27.28,310,1.54
1166,16/04/21 01:00, 253,100,97.35,105.87,128.68,0,28.27,280,2.57
1167,16/04/21 00:00, 233,100,92.55,99.64,122.9,0,29.12,220,1.54
1168,15/04/21 23:00, 235,100,88.13,100.31,125.3,0,29.5,220,1.54
1169,15/04/21 22:00, 211,100,83.1,93.14,116.25,0,30.05,230,1.54
1170,15/04/21 21:00, 155,100,81.12,76.5,97.89,0,30.41,230,2.57
1171,15/04/21 20:00, 134,100,75.11,69.91,90.69,0,30.96,260,2.57
1172,15/04/21 19:00, 104,100,63.12,61.01,78.21,0,32.68,290,4.63
1173,15/04/21 18:00, 96,100,50.09,57.28,72.58,0,35.03,270,3.6
1174,15/04/21 17:00, 97,100,45.35,58.34,72.63,0,36.44,290,6.17
1175,15/04/21 16:00, 108,100,39.1,62.02,76.42,0,37.91,250,6.69
1176,15/04/21 15:00, 119,100,32.44,65.36,82.81,0,40.63,250,6.69
1177,15/04/21 14:00, 106,100,24.79,61.46,77.13,0,42.43,260,3.6
1178,15/04/21 13:00, 138,100,31.72,71.19,89.45,0,40.57,250,6.69
1179,15/04/21 12:00, 193,100,42.01,87.81,111.04,0,39.09,200,2.06
1180,15/04/21 11:00, 191,100,43.77,87.39,120.53,0,38.62,170,2.57
1181,15/04/21 10:00, 221,100,52.61,96.2,129.97,0,36.09,90,2.57
1182,15/04/21 09:00, 215,100,79.41,94.36,134.22,0,31.2,70,2.57
1183,15/04/21 08:00, 211,100,99.59,93.14,128.44,0,27.98,50,2.06
1184,15/04/21 07:00, 213,100,100,93.73,125.49,0,27.05,50,2.06
1185,15/04/21 06:00, 218,100,100,95.19,129.93,0,27,60,0.97
1186,15/04/21 05:00, 227,100,99.73,98.02,132.62,0,27.37,320,0.63
1187,15/04/21 04:00, 193,100,97.6,87.94,116.36,0,28.02,260,2.06
1188,15/04/21 03:00, 137,100,97.21,70.93,93.03,0,28.86,240,2.57
1189,15/04/21 02:00, 129,100,91.25,68.38,90.41,0,29.15,151,0.18
1190,15/04/21 01:00, 107,100,87.66,61.7,85.25,0,29.7,190,1.54
1191,15/04/21 00:00, 99,100,87.98,59.35,82.44,0,29.99,150,2.06
1192,14/04/21 23:00, 97,100,85.97,58.12,80.67,0,30.37,150,2.06
1193,14/04/21 22:00, 96,100,79.76,57.7,82.55,0,30.83,200,2.06
1194,14/04/21 21:00, 94,100,75.11,56.37,82.19,0,31.12,170,2.57
1195,14/04/21 20:00, 95,100,69.41,56.88,81.49,0,31.63,300,3.09
1196,14/04/21 19:00, 93,100,61.22,55.95,78.24,0,33.15,300,4.63
1197,14/04/21 18:00, 97,100,54.05,57.9,78.44,0,35.12,280,8.23
1198,14/04/21 17:00, 100,100,46.27,59.97,79.99,0,37.36,290,6.17
1199,14/04/21 16:00, 113,100,38.68,63.7,84.44,0,39.89,290,6.17
1200,14/04/21 15:00, 120,100,24.12,65.67,83.53,0,43.73,270,6.69
1201,14/04/21 14:00, 130,100,28.69,68.88,87.88,0,42.86,270,4.63
1202,14/04/21 13:00, 138,100,34.2,71.22,92.33,0,41.3,290,2.06
1203,14/04/21 12:00, 132,100,38.07,69.27,89.21,0,39.9,260,2.06
1204,14/04/21 11:00, 120,100,39.05,65.88,85.19,0,39.62,140,3.6
1205,14/04/21 10:00, 134,100,51.8,70.13,92.32,0,36.21,120,2.57
1206,14/04/21 09:00, 168,100,77.73,80.3,109.01,0,31.74,110,1.54
1207,14/04/21 08:00, 212,100,92.74,93.23,126.07,0,29.56,110,1.54
1208,14/04/21 07:00, 189,100,99.7,86.72,121.44,0,29.05,115,1.64
1209,14/04/21 06:00, 118,100,97.72,65.11,86.22,0,29.33,230,2.06
1210,14/04/21 05:00, 137,100,99.74,71.03,94.28,0,29.35,230,2.57
1211,14/04/21 04:00, 123,100,93.12,66.67,88.81,0,29.55,280,3.6
1212,14/04/21 03:00, 113,100,92.98,63.7,85.81,0,29.98,220,3.6
1213,14/04/21 02:00, 95,100,91.64,57,77.48,0,30.08,240,3.09
1214,14/04/21 01:00, 96,100,91.08,57.3,78.73,0,30.28,230,3.09
1215,14/04/21 00:00, 92,100,90.37,54.97,77,0,30.42,230,3.09
1216,13/04/21 23:00, 91,100,84.4,54.57,77.21,0,30.76,230,2.06
1217,13/04/21 22:00, 99,100,78.45,59.34,90.45,0,31.02,220,2.06
1218,13/04/21 21:00, 99,100,76.05,59.43,92.41,0,31.45,260,3.09
1219,13/04/21 20:00, 97,100,69.23,57.95,89.44,0,32.32,280,4.12
1220,13/04/21 19:00, 92,100,58.89,54.83,83.96,0,34.13,250,4.63
1221,13/04/21 18:00, 110,100,46.46,62.69,97.63,0,36.85,260,6.17
1222,13/04/21 17:00, 87,100,35.27,52.03,75.14,0,39.68,260,6.17
1223,13/04/21 16:00, 90,100,35.45,53.61,77.89,0,40.44,260,6.17
1224,13/04/21 15:00, 98,100,34.66,58.76,84.74,0,41.09,270,6.17
1225,13/04/21 14:00, 105,100,33.82,61.16,87.39,0,42.07,260,6.17
1226,13/04/21 13:00, 129,100,19.3,68.44,91.97,0,44.06,270,5.66
1227,13/04/21 12:00, 118,100,19.93,65.15,84.76,0,43.42,260,4.63
1228,13/04/21 11:00, 143,100,25,72.62,97.52,0,42.09,9,2.84
1229,13/04/21 10:00, 163,100,32.44,78.66,113.53,0,38.85,340,2.06
1230,13/04/21 09:00, 142,100,46.9,72.35,106.06,0,33.23,60,1.3
1231,13/04/21 08:00, 153,100,67.33,75.84,120.05,0,29.31,100,2.06
1232,13/04/21 07:00, 149,100,73.49,74.59,116.49,0,28.15,100,2.06
1233,13/04/21 06:00, 151,100,69.56,75.06,119.56,0,28.51,100,2.06
1234,13/04/21 05:00, 155,100,66.64,76.33,121.68,0,29.09,350,1.54
1235,13/04/21 04:00, 161,100,64.28,78.13,118.17,0,29.12,-,1.54
1236,13/04/21 03:00, 177,100,58.81,83.02,130.99,0,29.55,-,1.54
1237,13/04/21 02:00, 167,100,59.55,79.86,132.59,0,29.6,310,2.57
1238,13/04/21 01:00, 141,100,62.53,72.12,110.82,0,29.19,300,3.09
1239,13/04/21 00:00, 145,100,60.55,73.48,109.94,0,29.14,288,1.93
1240,12/04/21 23:00, 139,100,52.52,71.62,101.41,0,29.56,288,1.93
1241,12/04/21 22:00, 142,100,45.03,72.36,105.74,0,31.62,278,1.83
1242,12/04/21 21:00, 126,100,44.09,67.7,101.58,0,32.74,140,1.54
1243,12/04/21 20:00, 94,100,46.76,54.67,94.11,0,33.64,170,5.66
1244,12/04/21 19:00, 88,100,36.5,52.78,85.29,0,35.85,290,3.6
1245,12/04/21 18:00, 83,100,34.41,49.59,71.3,0,37.58,310,6.17
1246,12/04/21 17:00, 86,100,34.35,51.55,74.63,0,39.05,310,5.14
1247,12/04/21 16:00, 87,100,34.49,52.07,74.74,0,39.98,290,4.63
1248,12/04/21 15:00, 89,100,33.91,53.07,77.43,0,40.67,290,4.63
1249,12/04/21 14:00, 99,100,26.97,59.13,82.09,0,42.95,290,6.17
1250,12/04/21 13:00, 119,100,27.93,65.36,91.52,0,42.28,290,4.12
1251,12/04/21 12:00, 171,100,37.72,81.11,111.63,0,40.12,30,1.54
1252,12/04/21 11:00, 173,100,46.66,81.83,114.24,0,38.99,180,1.54
1253,12/04/21 10:00, 205,100,62.14,91.1,126.9,0,35.5,27,1.04
1254,12/04/21 09:00, 235,100,90.6,100.35,141.38,0,30.49,37,1.32
1255,12/04/21 08:00, 214,100,100,93.89,127.67,0,28.28,40,1.23
1256,12/04/21 07:00, 128,100,100,68.23,90.43,0,27.41,40,1.23
1257,12/04/21 06:00, 126,100,100,67.68,91.08,0,28.24,42,0.72
1258,12/04/21 05:00, 99,100,100,59.32,82.98,0,28.89,290,1.54
1259,12/04/21 04:00, 99,100,100,59.21,82.42,0,28.97,214,0.47
1260,12/04/21 03:00, 127,100,100,67.92,95.47,0,29.05,220,2.06
1261,12/04/21 02:00, 136,100,100,70.68,101.65,0,28.78,230,2.06
1262,12/04/21 01:00, 111,100,95.53,63.04,91.99,0,28.65,260,2.57
1263,12/04/21 00:00, 111,100,86.02,63.18,94.54,0,29.23,248,1.53
1264,11/04/21 23:00, 97,100,82.67,58.23,87.79,0,30.18,248,1.53
1265,11/04/21 22:00, 96,100,78.58,57.46,89.02,0,30.41,223,1.48
1266,11/04/21 21:00, 89,100,71.74,53.41,82.94,0,31.12,215,1.85
1267,11/04/21 20:00, 87,100,66.25,51.94,79.39,0,31.87,310,4.12
1268,11/04/21 19:00, 83,100,59.39,49.88,74.94,0,33.56,290,5.14
1269,11/04/21 18:00, 81,100,40.14,48.57,71.35,0,36.81,270,6.17
1270,11/04/21 17:00, 84,100,32.08,50.31,73.88,0,39.55,260,6.17
1271,11/04/21 16:00, 90,100,30.57,53.65,82.29,0,40.88,280,5.66
1272,11/04/21 15:00, 97,100,26.6,58.13,86.18,0,42.58,280,5.66
1273,11/04/21 14:00, 104,100,23.11,60.83,86.19,0,43.41,270,6.17
1274,11/04/21 13:00, 97,100,24.44,57.96,84.61,0,42.14,270,5.14
1275,11/04/21 12:00, 105,100,28.17,61.19,93.06,0,41.26,30,2.06
1276,11/04/21 11:00, 104,100,37.07,61.04,94.83,0,37.71,10,2.57
1277,11/04/21 10:00, 120,100,57.6,65.9,103.4,0,32.68,100,3.09
1278,11/04/21 09:00, 165,100,80.13,79.34,127.63,0,29.15,90,3.09
1279,11/04/21 08:00, 165,100,99.98,79.31,115.47,0,26.48,130,2.06
1280,11/04/21 07:00, 170,100,100,80.8,122.21,0,26.25,130,2.06
1281,11/04/21 06:00, 157,100,100,77.04,110.33,0,25.74,335,0.57
1282,11/04/21 05:00, 145,100,100,73.28,99.68,0,25.81,33,2.07
1283,11/04/21 04:00, 141,100,100,72.26,106.87,0,25.66,332,1.98
1284,11/04/21 03:00, 127,100,100,67.96,99.47,0,26.08,336,1.48
1285,11/04/21 02:00, 117,100,99.18,64.92,102.41,0,27.15,284,1.01
1286,11/04/21 01:00, 97,100,99.21,57.94,86.96,0,27.79,270,1.28
1287,11/04/21 00:00, 90,100,91.31,53.68,79.45,0,28.89,310,2.06
1288,10/04/21 23:00, 89,100,88.04,53.36,79.97,0,29.46,310,2.06
1289,10/04/21 22:00, 87,100,81.58,52.33,80.49,0,30.15,260,2.06
1290,10/04/21 21:00, 90,100,79.04,53.75,85.08,0,30.47,170,2.06
1291,10/04/21 20:00, 89,100,71.96,53.12,86.19,0,31.09,250,3.09
1292,10/04/21 19:00, 84,100,58.51,50.01,81.38,0,32.44,280,3.09
1293,10/04/21 18:00, 83,100,47.48,49.81,80.03,0,34.66,290,5.66
1294,10/04/21 17:00, 85,100,40.68,51,81.77,0,37.13,280,6.17
1295,10/04/21 16:00, 85,100,40.4,50.66,83.19,0,38.77,270,6.69
1296,10/04/21 15:00, 90,100,35.82,53.1,90.26,0,40.07,270,6.69
1297,10/04/21 14:00, 102,100,36.09,58.3,101.31,0,40.84,260,7.2
1298,10/04/21 13:00, 97,100,26.74,57.86,96.36,0,41.08,270,5.66
1299,10/04/21 12:00, 110,100,29.03,62.88,107.97,0,40.12,260,4.12
1300,10/04/21 11:00, 133,100,40.68,69.73,121.65,0,38.78,340,2.06
1301,10/04/21 10:00, 151,100,54.88,75.24,131.02,0,35.13,253,0.51
1302,10/04/21 09:00, 167,100,90.55,80.06,134.41,0,29.04,140,1.54
1303,10/04/21 08:00, 155,100,100,76.31,128.46,0,26.17,140,1.54
1304,10/04/21 07:00, 144,100,100,73.08,123.22,0,25.05,78,1.56
1305,10/04/21 06:00, 147,100,100,74,124.2,0,25.61,120,2.57
1306,10/04/21 05:00, 199,100,100,89.76,155.73,0,26.57,120,2.57
1307,10/04/21 04:00, 240,100,100,101.71,170.5,0,26.33,10,2.06
1308,10/04/21 03:00, 138,100,100,71.1,124.41,0,26.67,313,0.86
1309,10/04/21 02:00, 110,100,100,62.71,109.97,0,27.61,290,2.57
1310,10/04/21 01:00, 111,100,99.86,62.39,114.82,0,28.1,290,1.54
1311,10/04/21 00:00, 118,100,96,65.13,119.65,0,28.28,290,1.54
1312,09/04/21 23:00, 118,100,89.45,65.08,122.29,0,28.6,280,3.09
1313,09/04/21 22:00, 122,100,83.46,66.25,127.09,0,29.03,300,1.54
1314,09/04/21 21:00, 118,100,77.52,65.06,120.99,0,29.65,290,3.6
1315,09/04/21 20:00, 115,100,70.52,61.51,121.36,0,30.48,300,3.09
1316,09/04/21 19:00, 107,100,59.1,55.56,109.55,0,32.43,280,6.69
1317,09/04/21 18:00, 102,100,45.86,53.29,100.9,0,34.95,270,6.69
1318,09/04/21 17:00, 88,100,34.01,50.85,88.09,0,36.85,260,6.17
1319,09/04/21 16:00, 86,100,33.77,50.73,85.81,0,38.34,260,6.17
1320,09/04/21 15:00, 88,100,38.22,52.58,86.79,0,39.04,270,6.17
1321,09/04/21 14:00, 95,100,41.43,56.73,90.01,0,38.98,270,5.14
1322,09/04/21 13:00, 104,100,32.77,60.92,96.46,0,39.8,270,5.14
1323,09/04/21 12:00, 126,100,40.89,67.61,102.29,0,38.39,270,4.63
1324,09/04/21 11:00, 162,100,53.63,78.41,115.12,0,36.02,90,2.06
1325,09/04/21 10:00, 183,100,59.84,84.79,125.87,0,34.59,-,1.54
1326,09/04/21 09:00, 239,100,87.03,101.53,153.47,0,29.73,100,2.06
1327,09/04/21 08:00, 225,100,100,97.13,151.48,0,26.5,140,1.54
1328,09/04/21 07:00, 224,100,100,97.03,157.22,0,25.41,140,1.54
1329,09/04/21 06:00, 156,100,100,76.61,113.99,0,25.33,92,0.69
1330,09/04/21 05:00, 155,100,100,76.28,114.5,0,25.56,27,0.5
1331,09/04/21 04:00, 136,100,100,70.62,110.24,0,26.11,265,0.2
1332,09/04/21 03:00, 98,100,100,58.62,94.12,0,27.41,241,0.72
1333,09/04/21 02:00, 103,100,99.8,60.49,95.22,0,27.69,247,1.21
1334,09/04/21 01:00, 110,100,93.63,62.68,97.96,0,27.98,230,3.09
1335,09/04/21 00:00, 114,100,86.19,63.82,101.41,0,28.31,250,2.57
1336,08/04/21 23:00, 108,100,82.24,62.07,101,0,28.64,250,2.57
1337,08/04/21 22:00, 107,100,79.21,61.69,103.11,0,29.02,220,2.57
1338,08/04/21 21:00, 103,100,76.66,60.65,96.4,0,29.34,250,2.57
1339,08/04/21 20:00, 96,100,71.05,57.83,93.29,0,30.07,290,4.63
1340,08/04/21 19:00, 95,100,62.24,55.06,94.9,0,31.84,270,4.63
1341,08/04/21 18:00, 89,100,56.28,52.62,88.99,0,33.69,290,4.12
1342,08/04/21 17:00, 89,100,57.1,53.09,88.16,0,34.79,260,6.17
1343,08/04/21 16:00, 92,100,56.37,55.11,91.76,0,35.66,260,6.17
1344,08/04/21 15:00, 91,100,50.69,54.42,90.33,0,37.17,280,5.66
1345,08/04/21 14:00, 92,100,40.84,54.28,91.83,0,38.89,270,4.63
1346,08/04/21 13:00, 91,100,36.4,53.02,90.56,0,37.88,260,4.12
1347,08/04/21 12:00, 103,100,57.14,56.48,102.54,0,34.52,240,4.12
1348,08/04/21 11:00, 104,100,60.25,55.61,104.74,0,33.22,210,3.09
1349,08/04/21 10:00, 110,100,65.75,58.28,113,0,32.11,220,2.06
1350,08/04/21 09:00, 113,100,71.16,62.69,118.7,0,30.56,220,2.06
1351,08/04/21 08:00, 194,100,77.39,88.31,165.65,0,27.22,220,2.06
1352,08/04/21 07:00, 154,100,79.6,76.14,138.78,0,25.44,68,0.54
1353,08/04/21 06:00, 122,100,76.22,66.42,119.5,0,25.48,7,0.68
1354,08/04/21 05:00, 117,100,67.97,64.83,122.05,0,26.39,343,1.51
1355,08/04/21 04:00, 140,100,71.66,71.84,140.89,0,26.47,290,1.54
1356,08/04/21 03:00, 130,100,67.8,68.93,128.96,0,27.02,320,1.54
1357,08/04/21 02:00, 149,100,62.51,74.64,155.03,0,28.08,300,2.57
1358,08/04/21 01:00, 152,100,61.31,75.36,155.36,0,28.06,310,3.09
1359,08/04/21 00:00, 121,100,62.56,65.93,122.34,0,28.06,310,3.09
1360,07/04/21 23:00, 167,100,59.83,80.15,172.28,0,28.31,300,3.09
1361,07/04/21 22:00, 123,100,56.9,66.76,129.91,0,29.48,300,1.54
1362,07/04/21 21:00, 106,100,54.8,59.21,107.27,0,30.42,310,2.57
1363,07/04/21 20:00, 98,100,45.62,56.09,97.85,0,31.8,310,2.57
1364,07/04/21 19:00, 87,100,35.32,52.04,85.79,0,34.08,300,4.63
1365,07/04/21 18:00, 86,100,32.13,51.68,82.77,0,36.97,310,6.17
1366,07/04/21 17:00, 88,100,33.2,52.61,85.82,0,38.98,290,6.17
1367,07/04/21 16:00, 89,100,34.02,53.39,86.77,0,39.84,290,6.17
1368,07/04/21 15:00, 91,100,36.57,54.27,90.42,0,40.2,300,3.09
1369,07/04/21 14:00, 95,100,33.09,56.93,94.81,0,41.55,270,6.17
1370,07/04/21 13:00, 97,100,21.39,57.9,91.17,0,41.83,280,6.17
1371,07/04/21 12:00, 116,100,24.85,64.59,100.33,0,41.2,250,6.17
1372,07/04/21 11:00, 118,100,30.34,65.03,106.59,0,39.85,250,2.57
1373,07/04/21 10:00, 143,100,45.97,72.7,123.33,0,35.65,330,1.54
1374,07/04/21 09:00, 125,100,63.18,67.24,116.14,0,30.43,11,0.39
1375,07/04/21 08:00, 143,100,73.26,72.79,139.05,0,25.72,55,0.33
1376,07/04/21 07:00, 123,100,70.74,66.57,128.18,0,24.04,350,1.54
